id,pt_desc1,pt_desc2,pt_um,pt_prod_line,pt_vend
129315123-F,3EB74104-1-V-F,,P,W001,NULL
129315123-WC,3EB74104-1-V-WC,,P,W001,NULL
129315124,3EB74106-1-V,SWT-B2,P,FT01,NULL
129315124-F,3EB74106-1-V-F,,P,W001,NULL
129315124-WC,3EB74106-1-V-WC,,P,W001,NULL
129315125,3EB74107-1-V,SWT-B3,P,FT01,NULL
129315125-F,3EB74107-1-V-F,,P,W001,NULL
129315125-WC,3EB74107-1-V-WC,,P,W001,NULL
129315126,3EB74109-1-V,SWT-B2,P,FT01,NULL
129315126-F,3EB74109-1-V-F,,P,W001,NULL
129315126-WC,3EB74109-1-V-WC,,P,W001,NULL
129315127,4DE74044-1-V,SWT-B3,P,FT01,NULL
129315127-F,4DE74044-1-V-F,,P,W001,NULL
129315127-WC,4DE74044-1-V-WC,,P,W001,NULL
129315128,4DE74051-1-V,SWT-B3,P,FT01,NULL
129315128-F,4DE74051-1-V-F,,P,W001,NULL
129315128-WC,4DE74051-1-V-WC,,P,W001,NULL
129315129,4DE74054-1-V,SWT-B2,P,FT01,NULL
129315129-F,4DE74054-1-V-F,,P,W001,NULL
129315129-WC,4DE74054-1-V-WC,,P,W001,NULL
129315130,9707593013-V,SWT-B2,P,FT01,NULL
129315130-F,9707593013-V-F,,P,W001,NULL
129315130-WC,9707593013-V-WC,,P,W001,NULL
129315131,9707045017-V,SWT-B2,P,FT01,NULL
129315131-F,9707045017-V-F,,P,W001,NULL
129315131-WC,9707045017-V-WC,,P,W001,NULL
129315132,9707025019-V,SWT-B2,P,FT01,NULL
129315132-F,9707025019-V-F,,P,W001,NULL
129315132-WC,9707025019-V-WC,,P,W001,NULL
129315133,9705071018-V,SWT-B2,P,FT01,NULL
129315133-F,9705071018-V-F,,P,W001,NULL
129315133-WC,9705071018-V-WC,,P,W001,NULL
129315134,9704184016-V,SWT-B2,P,FT01,NULL
129315134-F,9704184016-V-F,,P,W001,NULL
129315134-WC,9704184016-V-WC,,P,W001,NULL
129315135,9707964011-V,SWT-B2E,P,FT01,NULL
129315135-F,9707964011-V-F,,P,W001,NULL
129315135-WC,9707964011-V-WC,,P,W001,NULL
129315136,9707866018-V,SWT-B2,P,FT01,NULL
129315136-F,9707866018-V-F,,P,W001,NULL
129315136-WC,9707866018-V-WC,,P,W001,NULL
129315137,9707634013-V,SWT-A1,P,FT01,NULL
129315137-F,9707634013-V-F,,P,W001,NULL
129315137-WC,9707634013-V-WC,,P,W001,NULL
129315138,G4CYAYY00112-V,SWT-B1,P,FT01,NULL
129315138-F,G4CYAYY00112-V-F,,P,W001,NULL
129315138-WC,G4CYAYY00112-V-WC,,P,W001,NULL
129315139,G4DYA0000115-V,SWT-B2,P,FT01,NULL
129315139-F,G4DYA0000115-V-F,,P,W001,NULL
129315139-WC,G4DYA0000115-V-WC,,P,W001,NULL
129315140,RTRNZA002KKPZ-V,SWT-B2,P,FT01,NULL
129315140-F,RTRNZA002KKPZ-V-F,,P,W001,NULL
129315140-WC,RTRNZA002KKPZ-V-WC,,P,W001,NULL
129315141,RTRNWA050JBZZ-V,SWT-B2,P,FT01,NULL
129315141-F,RTRNWA050JBZZ-V-F,,P,W001,NULL
129315141-WC,RTRNWA050JBZZ-V-WC,,P,W001,NULL
129315142,RTRNWA051JBZZ-V,SWT-C2,P,FT01,NULL
129315142-F,RTRNWA051JBZZ-V-F,,P,W001,NULL
129315142-WC,RTRNWA051JBZZ-V-WC,,P,W001,NULL
129315143,ST-CS28R-V,SWT-B1,P,FT01,NULL
129315143-F,ST-CS28R-V-F,,P,W001,NULL
129315143-WC,ST-CS28R-V-WC,,P,W001,NULL
129315144,ST-KR3-V,SWT-C1,P,FT01,NULL
129315144-F,ST-KR3-V-F,,P,W001,NULL
129315144-WC,ST-KR3-V-WC,,P,W001,NULL
129315145,ST-KR184GJH-V,SWT-B2,P,FT01,NULL
129315145-F,ST-KR184GJH-V-F,,P,W001,NULL
129315145-WC,ST-KR184GJH-V-WC,,P,W001,NULL
129315146,ST-S28T-TB-V,SWT-C2,P,FT01,NULL
129315146-F,ST-S28T-TB-V-F,,P,W001,NULL
129315146-WC,ST-S28T-TB-V-WC,,P,W001,NULL
129315147,ST-S45T2-TB-V,SWT-C2,P,FT01,NULL
129315147-F,ST-S45T2-TB-V-F,,P,W001,NULL
129315147-WC,ST-S45T2-TB-V-WC,,P,W001,NULL
129315148,G4DYA0000140-V,SWT-B2,P,FT01,NULL
129315148-F,G4DYA0000140-V-F,,P,W001,NULL
129315148-WC,G4DYA0000140-V-WC,,P,W001,NULL
129315149,G4DYA0000141-V,SWT-B2,P,FT01,NULL
129315149-F,G4DYA0000141-V-F,,P,W001,NULL
129315149-WC,G4DYA0000141-V-WC,,P,W001,NULL
129315150,3DE74057-1-V,SWT-B2,P,FT01,NULL
129315150-F,3DE74057-1-V-F,,P,W001,NULL
129315150-WC,3DE74057-1-V-WC,,P,W001,NULL
129315151,3EB74083-1-V,SWT-B3,P,FT01,NULL
129315151-F,3EB74083-1-V-F,,P,W001,NULL
129315151-WC,3EB74083-1-V-WC,,P,W001,NULL
129315152,3EB74101-1-V,SWT-B2,P,FT01,NULL
129315152-F,3EB74101-1-V-F,,P,W001,NULL
129315152-WC,3EB74101-1-V-WC,,P,W001,NULL
129315153,3EB74102-1-V,SWT-B2,P,FT01,NULL
129315153-F,3EB74102-1-V-F,,P,W001,NULL
129315153-WC,3EB74102-1-V-WC,,P,W001,NULL
129315154,4DE74065-1-V,SWT-B2E,P,FT01,NULL
129315154-F,4DE74065-1-V-F,,P,W001,NULL
129315154-WC,4DE74065-1-V-WC,,P,W001,NULL
129315156,DKK001-V,SWT-B3,P,FT01,NULL
129315156-F,DKK001-V-F,,P,W001,NULL
129315156-WC,DKK001-V-WC,,P,W001,NULL
129315157,DKK002-V,SWT-B3,P,FT01,NULL
129315157-F,DKK002-V-F,,P,W001,NULL
129315157-WC,DKK002-V-WC,,P,W001,NULL
129315158,DKK003-V,SWT-B2,P,FT01,NULL
129315158-F,DKK003-V-F,,P,W001,NULL
129315158-WC,DKK003-V-WC,,P,W001,NULL
129315159,SWT-75-V,SWT-B3,P,FT01,NULL
129315159-F,SWT-75-V-F,,P,W001,NULL
129315159-WC,SWT-75-V-WC,,P,W001,NULL
129315160,SWT-89-V,SWT-B2,P,FT01,NULL
129315160-F,SWT-89-V-F,,P,W001,NULL
129315160-WC,SWT-89-V-WC,,P,W001,NULL
129315161,K000225680-V,SWT-B2,P,FT01,NULL
129315161-F,K000225680-V-F,,P,W001,NULL
129315161-WC,K000225680-V-WC,,P,W001,NULL
129315162,G4DYA0000189-V,SWT-B2,P,FT01,NULL
129315162-F,G4DYA0000189-V-F,,P,W001,NULL
129315162-WC,G4DYA0000189-V-WC,,P,W001,NULL
129315163,9708399010-V,SWT-B3,P,FT01,NULL
129315163-F,9708399010-V-F,,P,W001,NULL
129315163-WC,9708399010-V-WC,,P,W001,NULL
129315164,G4DYA0000165-V,SWT-B2,P,FT01,NULL
129315164-F,G4DYA0000165-V-F,,P,W001,NULL
129315164-WC,G4DYA0000165-V-WC,,P,W001,NULL
129315165,SSA554A504-V,SWT-B1,P,FT01,NULL
129315165-F,SSA554A504-V-F,,P,W001,NULL
129315165-WC,SSA554A504-V-WC,,P,W001,NULL
129315169,ELP00030000H-V,SWT-B3,P,FT01,NULL
129315169-F,ELP00030000H-V-F,,P,W001,NULL
129315169-WC,ELP00030000H-V-WC,,P,W001,NULL
129315170,ELP00040000H-V,SWT-B3,P,FT01,NULL
129315170-F,ELP00040000H-V-F,,P,W001,NULL
129315170-WC,ELP00040000H-V-WC,,P,W001,NULL
129315172,3EB74119-1-V,SWT-B2,P,FT01,NULL
129315172-F,3EB74119-1-V-F,,P,W001,NULL
129315172-WC,3EB74119-1-V-WC,,P,W001,NULL
129315173,EPL20BS055-7-V,SWT-A2,P,FT01,NULL
129315173-F,EPL20BS055-7-V-F,,P,W001,NULL
129315173-WC,EPL20BS055-7-V-WC,,P,W001,NULL
129315175,YE60L257H01-V,SWT-B1,P,FT01,NULL
129315175-F,YE60L257H01-V-F,,P,W001,NULL
129315175-WC,YE60L257H01-V-WC,,P,W001,NULL
129315176,YE60L257H02-V,SWT-B2,P,FT01,NULL
129315176-F,YE60L257H02-V-F,,P,W001,NULL
129315176-WC,YE60L257H02-V-WC,,P,W001,NULL
129315179,SWT-70-V,SWT-B2,P,FT01,NULL
129315179-F,SWT-70-V-F,,P,W001,NULL
129315179-WC,SWT-70-V-WC,,P,W001,NULL
129315180,SWT-69-V,SWT-B2,P,FT01,NULL
129315180-F,SWT-69-V-F,,P,W001,NULL
129315180-WC,SWT-69-V-WC,,P,W001,NULL
129315181,SWT-77-V,SWT-B2,P,FT01,NULL
129315181-F,SWT-77-V-F,,P,W001,NULL
129315181-WC,SWT-77-V-WC,,P,W001,NULL
129315182,9709057001-V,SWT-B3,P,FT01,NULL
129315182-F,9709057001-V-F,,P,W001,NULL
129315182-WC,9709057001-V-WC,,P,W001,NULL
129315184,RTRNWA045JBZZ-V,SWT-B2,P,FT01,NULL
129315184-F,RTRNWA045JBZZ-V-F,,P,W001,NULL
129315184-WC,RTRNWA045JBZZ-V-WC,,P,W001,NULL
129315187,RTRNWA062JBZZ-V,SWT-B2,P,FT01,NULL
129315187-F,RTRNWA062JBZZ-V-F,,P,W001,NULL
129315187-WC,RTRNWA062JBZZ-V-WC,,P,W001,NULL
129315188,3EB74120-1-V,SWT-B2,P,FT01,NULL
129315188-F,3EB74120-1-V-F,,P,W001,NULL
129315188-WC,3EB74120-1-V-WC,,P,W001,NULL
129315189,9709152010-V,SWT-B2,P,FT01,NULL
129315189-F,9709152010-V-F,,P,W001,NULL
129315189-WC,9709152010-V-WC,,P,W001,NULL
129315192,ELP00140000H-V,SWT-B4,P,FT01,NULL
129315192-F,ELP00140000H-V-F,,P,W001,NULL
129315192-WC,ELP00140000H-V-WC,,P,W001,NULL
129315194,G4DYA0000414-V,SWT-B2,P,FT01,NULL
129315194-F,G4DYA0000414-V-F,,P,W001,NULL
129315194-WC,G4DYA0000414-V-WC,,P,W001,NULL
129315195,9709577004-V,SWT-A2,P,FT01,NULL
129315195-F,9709577004-V-F,,P,W001,NULL
129315195-WC,9709577004-V-WC,,P,W001,NULL
129315196,SWT-107-V,SWT-B2,P,FT01,NULL
129315196-F,SWT-107-V-F,,P,W001,NULL
129315196-WC,SWT-107-V-WC,,P,W001,NULL
129315197,ZU14A114-V,SWT-C1,P,FT01,NULL
129315197-F,ZU14A114-V-F,,P,W001,NULL
129315197-WC,ZU14A114-V-WC,,P,W001,NULL
129315198,3E740017-1-V,SWT-B1,P,FT01,NULL
129315198-F,3E740017-1-V-F,,P,W001,NULL
129315198-WC,3E740017-1-V-WC,,P,W001,NULL
129315199,17B45204A-V,SWT-B1,P,FT01,NULL
129315199-F,17B45204A-V-F,,P,W001,NULL
129315199-WC,17B45204A-V-WC,,P,W001,NULL
129315200,ELP00420000H-V,SWT-B1,P,FT01,NULL
129315200-F,ELP00420000H-V-F,,P,W001,NULL
129315200-WC,ELP00420000H-V-WC,,P,W001,NULL
129315201,G4DYA0000557-V,SWT-B2,P,FT01,NULL
129315201-F,G4DYA0000557-V-F,,P,W001,NULL
129315201-WC,G4DYA0000557-V-WC,,P,W001,NULL
129315202,3E740023-1-V,SWT-B2,P,FT01,NULL
129315202-F,3E740023-1-V-F,,P,W001,NULL
129315202-WC,3E740023-1-V-WC,,P,W001,NULL
129315203,RRMF4331-V,SWT-B3,P,FT01,NULL
129315203-F,RRMF4331-V-F,,P,W001,NULL
129315203-WC,RRMF4331-V-WC,,P,W001,NULL
129315204,RTRNWA049JBZZ-V,SWT-B3,P,FT01,NULL
129315204-F,RTRNWA049JBZZ-V-F,,P,W001,NULL
129315204-WC,RTRNWA049JBZZ-V-WC,,P,W001,NULL
129315205,RTRNWA063JBZZ-V,SWT-B3,P,FT01,NULL
129315205-F,RTRNWA063JBZZ-V-F,,P,W001,NULL
129315205-WC,RTRNWA063JBZZ-V-WC,,P,W001,NULL
129315206,3E740025-1-V,SWT-B3,P,FT01,NULL
129315206-F,3E740025-1-V-F,,P,W001,NULL
129315206-WC,3E740025-1-V-WC,,P,W001,NULL
129315207,HF13097-V,SWT-A1,P,FT01,NULL
129315207-F,HF13097-V-F,,P,W001,NULL
129315207-WC,HF13097-V-WC,,P,W001,NULL
129315208,HF13098-V,SWT-A1,P,FT01,NULL
129315208-F,HF13098-V-F,,P,W001,NULL
129315208-WC,HF13098-V-WC,,P,W001,NULL
129315209,HF13100-V,SWT-A1,P,FT01,NULL
129315209-F,HF13100-V-F,,P,W001,NULL
129315209-WC,HF13100-V-WC,,P,W001,NULL
129315210,VT0366-V,SWT-B2,P,FT01,NULL
129315210-F,VT0366-V-F,,P,W001,NULL
129315210-WC,VT0366-V-WC,,P,W001,NULL
129315211,YE60L660H01-V,SWT-B1,P,FT01,NULL
129315211-F,YE60L660H01-V-F,,P,W001,NULL
129315211-WC,YE60L660H01-V-WC,,P,W001,NULL
129315212,YE60L660H02-V,SWT-B1,P,FT01,NULL
129315212-F,YE60L660H02-V-F,,P,W001,NULL
129315212-WC,YE60L660H02-V-WC,,P,W001,NULL
129315213,ELP00770000H-V,SWT-B2,P,FT01,NULL
129315213-F,ELP00770000H-V-F,,P,W001,NULL
129315213-WC,ELP00770000H-V-WC,,P,W001,NULL
129315214,SWT-110-V,SWT-B2,P,FT01,NULL
129315214-F,SWT-110-V-F,,P,W001,NULL
129315214-WC,SWT-110-V-WC,,P,W001,NULL
129315215,SWT-109-V,SWT-B2,P,FT01,NULL
129315215-F,SWT-109-V-F,,P,W001,NULL
129315215-WC,SWT-109-V-WC,,P,W001,NULL
129315216,SWT-108-V,SWT-B2,P,FT01,NULL
129315216-F,SWT-108-V-F,,P,W001,NULL
129315216-WC,SWT-108-V-WC,,P,W001,NULL
129315217,EMD14145-V,SWT-B2,P,FT01,NULL
129315217-F,EMD14145-V-F,,P,W001,NULL
129315217-WC,EMD14145-V-WC,,P,W001,NULL
129315218,SWT-112-V,SWT-B3,P,FT01,NULL
129315218-F,SWT-112-V-F,,P,W001,NULL
129315218-WC,SWT-112-V-WC,,P,W001,NULL
129315219,SWT-114-V,SWT-B2,P,FT01,NULL
129315219-F,SWT-114-V-F,,P,W001,NULL
129315219-WC,SWT-114-V-WC,,P,W001,NULL
129315220,SWT-83-V,SWT-B2,P,FT01,NULL
129315220-F,SWT-83-V-F,,P,W001,NULL
129315220-WC,SWT-83-V-WC,,P,W001,NULL
129315221,SWT-113-V,SWT-B2,P,FT01,NULL
129315221-F,SWT-113-V-F,,P,W001,NULL
129315221-WC,SWT-113-V-WC,,P,W001,NULL
129315222,SWT-111-V,SWT-B3,P,FT01,NULL
129315222-F,SWT-111-V-F,,P,W001,NULL
129315222-WC,SWT-111-V-WC,,P,W001,NULL
129315225,YE60L735H01-V,SWT-B3,P,FT01,NULL
129315225-F,YE60L735H01-V-F,,P,W001,NULL
129315225-WC,YE60L735H01-V-WC,,P,W001,NULL
129325003,G4DYA0000134-V,SWT-B2,P,FT01,NULL
129325003-F,G4DYA0000134-V-F,,P,W001,NULL
129325003-WC,G4DYA0000134-V-WC,,P,W001,NULL
129325004,G4D2A0000311-V,SWT-C1,P,FT01,NULL
129325004-F,G4D2A0000311-V-F,,P,W001,NULL
129325004-WC,G4D2A0000311-V-WC,,P,W001,NULL
129325005,G4DYA0000207-V,SWT-B1,P,FT01,NULL
129325005-F,G4DYA0000207-V-F,,P,W001,NULL
129325005-WC,G4DYA0000207-V-WC,,P,W001,NULL
129325006,G4DYA0000232-V,SWT-B2,P,FT01,NULL
129325006-F,G4DYA0000232-V-F,,P,W001,NULL
129325006-WC,G4DYA0000232-V-WC,,P,W001,NULL
129325007,G4DYA0000517-V,SWT-B2,P,FT01,NULL
129325007-F,G4DYA0000517-V-F,,P,W001,NULL
129325007-WC,G4DYA0000517-V-WC,,P,W001,NULL
129325008,G4DYA0000692-V,SWT-B2,P,FT01,NULL
129325008-F,G4DYA0000692-V-F,,P,W001,NULL
129325008-WC,G4DYA0000692-V-WC,,P,W001,NULL
129335014,FB-184-111-V,SWT-B1,P,FT01,NULL
129335014-F,FB-184-111-V-F,,P,W001,NULL
129335014-WC,FB-184-111-V-WC,,P,W001,NULL
129345012,RTRNPA047QBPZ-V,SWT-B2,P,FT01,NULL
129345012-F,RTRNPA047QBPZ-V-F,,P,W001,NULL
129345012-WC,RTRNPA047QBPZ-V-WC,,P,W001,NULL
129345013,RTRNWA002QBPZ-V,SWT-C2,P,FT01,NULL
129345013-F,RTRNWA002QBPZ-V-F,,P,W001,NULL
129345013-WC,RTRNWA002QBPZ-V-WC,,P,W001,NULL
129345014,PT-024-V,SWT-B2,P,FT01,NULL
129345014-F,PT-024-V-F,,P,W001,NULL
129345014-WC,PT-024-V-WC,,P,W001,NULL
129345015,PT-025-V,SWT-B1,P,FT01,NULL
129345015-F,PT-025-V-F,,P,W001,NULL
129345015-WC,PT-025-V-WC,,P,W001,NULL
129345016,G0C991K00001-V,SWT-B2,P,FT01,NULL
129345016-F,G0C991K00001-V-F,,P,W001,NULL
129345016-WC,G0C991K00001-V-WC,,P,W001,NULL
129345017,PT-030-V,SWT-A1,P,FT01,NULL
129345017-F,PT-030-V-F,,P,W001,NULL
129345017-WC,PT-030-V-WC,,P,W001,NULL
129345018,PT-028-V,SWT-B2,P,FT01,NULL
129345018-F,PT-028-V-F,,P,W001,NULL
129345018-WC,PT-028-V-WC,,P,W001,NULL
129345019,PT-031-V,SWT-A2,P,FT01,NULL
129345019-F,PT-031-V-F,,P,W001,NULL
129345019-WC,PT-031-V-WC,,P,W001,NULL
129345020,PT-032-V,SWT-C2,P,FT01,NULL
129345020-F,PT-032-V-F,,P,W001,NULL
129345020-WC,PT-032-V-WC,,P,W001,NULL
129345021,G4DYA0000643-V,SWT-B1,P,FT01,NULL
129345021-F,G4DYA0000643-V-F,,P,W001,NULL
129345021-WC,G4DYA0000643-V-WC,,P,W001,NULL
129355011,G4D2A0000302-V,SWT-B2,P,FT01,NULL
129355011-F,G4D2A0000302-V-F,,P,W001,NULL
129355011-WC,G4D2A0000302-V-WC,,P,W001,NULL
129355012,G4D2A0000288-V,SWT-B2,P,FT01,NULL
129355012-F,G4D2A0000288-V-F,,P,W001,NULL
129355012-WC,G4D2A0000288-V-WC,,P,W001,NULL
129355013,ZD25A56-V,SWT-B2,P,FT01,NULL
129355013-F,ZD25A56-V-F,,P,W001,NULL
129355013-WC,ZD25A56-V-WC,,P,W001,NULL
129355014,IPT-213-V,SWT-B1,P,FT01,NULL
129355014-F,IPT-213-V-F,,P,W001,NULL
129355014-WC,IPT-213-V-WC,,P,W001,NULL
129355015,IPT-215-V,SWT-B1,P,FT01,NULL
129355015-F,IPT-215-V-F,,P,W001,NULL
129355015-WC,IPT-215-V-WC,,P,W001,NULL
129355018,G4DYA0000285-V,SWT-B2,P,FT01,NULL
129355018-F,G4DYA0000285-V-F,,P,W001,NULL
129355018-WC,G4DYA0000285-V-WC,,P,W001,NULL
129365031,190431-0000-V,SWT-B1,P,FT01,NULL
129365031-F,190431-0000-V-F,,P,W001,NULL
129365031-WC,190431-0000-V-WC,,P,W001,NULL
129365032,190432-0000-V,SWT-B1,P,FT01,NULL
129365032-F,190432-0000-V-F,,P,W001,NULL
129365032-WC,190432-0000-V-WC,,P,W001,NULL
129365033,1AV4L51B6980N-V,SWT-C1E,P,FT01,NULL
129365033-F,1AV4L51B6980N-V-F,,P,W001,NULL
129365033-WC,1AV4L51B6980N-V-WC,,P,W001,NULL
129365034,ZD28A03-V,SWT-A1,P,FT01,NULL
129365034-F,ZD28A03-V-F,,P,W001,NULL
129365034-WC,ZD28A03-V-WC,,P,W001,NULL
129365035,ZD28A04-V,SWT-B1,P,FT01,NULL
129365035-F,ZD28A04-V-F,,P,W001,NULL
129365035-WC,ZD28A04-V-WC,,P,W001,NULL
129365036,ZD13D07-V,SWT-A1,P,FT01,NULL
129365036-F,ZD13D07-V-F,,P,W001,NULL
129365036-WC,ZD13D07-V-WC,,P,W001,NULL
129365037,ZD16A48-V,SWT-B1,P,FT01,NULL
129365037-F,ZD16A48-V-F,,P,W001,NULL
129365037-WC,ZD16A48-V-WC,,P,W001,NULL
129365042,PTTJ211-V,SWT-C2,P,FT01,NULL
129365042-F,PTTJ211-V-F,,P,W001,NULL
129365042-WC,PTTJ211-V-WC,,P,W001,NULL
129365044,CHT187-V,SWT-A1,P,FT01,NULL
129365044-F,CHT187-V-F,,P,W001,NULL
129365044-WC,CHT187-V-WC,,P,W001,NULL
129365046,PTTJ227-V,SWT-C1,P,FT01,NULL
129365046-F,PTTJ227-V-F,,P,W001,NULL
129365046-WC,PTTJ227-V-WC,,P,W001,NULL
129365048,PTTJ232-V,SWT-C1,P,FT01,NULL
129365048-F,PTTJ232-V-F,,P,W001,NULL
129365048-WC,PTTJ232-V-WC,,P,W001,NULL
129365050,CHT204-V,SWT-B1,P,FT01,NULL
129365050-F,CHT204-V-F,,P,W001,NULL
129365050-WC,CHT204-V-WC,,P,W001,NULL
129365054,RDHID70I1-V,SWT-B1,P,FT01,NULL
129365054-F,RDHID70I1-V-F,,P,W001,NULL
129365054-WC,RDHID70I1-V-WC,,P,W001,NULL
129365055,RDHID70B1-V,SWT-A1,P,FT01,NULL
129365055-F,RDHID70B1-V-F,,P,W001,NULL
129365055-WC,RDHID70B1-V-WC,,P,W001,NULL
129365056,RDHID70P1-V,SWT-A1,P,FT01,NULL
129365056-F,RDHID70P1-V-F,,P,W001,NULL
129365056-WC,RDHID70P1-V-WC,,P,W001,NULL
129365057,SINO-VTEK1-V,SWT-A1,P,FT01,NULL
129365057-F,SINO-VTEK1-V-F,,P,W001,NULL
129365057-WC,SINO-VTEK1-V-WC,,P,W001,NULL
129365058,PTTJ247-V,SWT-C2,P,FT01,NULL
129365058-F,PTTJ247-V-F,,P,W001,NULL
129365058-WC,PTTJ247-V-WC,,P,W001,NULL
129365060,VT0304A-V,SWT-B2,P,FT01,NULL
129365060-F,VT0304A-V-F,,P,W001,NULL
129365060-WC,VT0304A-V-WC,,P,W001,NULL
129365061,PTTP182-V,SWT-B2,P,FT01,NULL
129365061-F,PTTP182-V-F,,P,W001,NULL
129365061-WC,PTTP182-V-WC,,P,W001,NULL
129365062,CCTL-RD-V1-18-V,SWT-A1,P,FT01,NULL
129365062-F,CCTL-RD-V1-18-V-F,,P,W001,NULL
129365062-WC,CCTL-RD-V1-18-V-WC,,P,W001,NULL
129365063,BAEL2X6W-V,SWT-B2,P,FT01,NULL
129365063-F,BAEL2X6W-V-F,,P,W001,NULL
129365063-WC,BAEL2X6W-V-WC,,P,W001,NULL
129365065,CV48-RD-V1-V,SWT-B1,P,FT01,NULL
129365065-F,CV48-RD-V1-V-F,,P,W001,NULL
129365065-WC,CV48-RD-V1-V-WC,,P,W001,NULL
129365067,CC-RD-BUCK-V,SWT-A1,P,FT01,NULL
129365067-F,CC-RD-BUCK-V-F,,P,W001,NULL
129365067-WC,CC-RD-BUCK-V-WC,,P,W001,NULL
129365068,HTK-LD2615-V,SWT-B1,P,FT01,NULL
129365068-F,HTK-LD2615-V-F,,P,W001,NULL
129365068-WC,HTK-LD2615-V-WC,,P,W001,NULL
129365069,RD-DKDD-V1-V,SWT-B1,P,FT01,NULL
129365069-F,RD-DKDD-V1-V-F,,P,W001,NULL
129365069-WC,RD-DKDD-V1-V-WC,,P,W001,NULL
129365070,BA/DBL/7W-V,SWT-A1,P,FT01,NULL
129365070-F,BA/DBL/7W-V-F,,P,W001,NULL
129365070-WC,BA/DBL/7W-V-WC,,P,W001,NULL
129435002,G4D2A0000303-V,SWT-A1,P,FT01,NULL
129435002-F,G4D2A0000303-V-F,,P,W001,NULL
129435002-WC,G4D2A0000303-V-WC,,P,W001,NULL
129435003,G4DYA0000234-V,SWT-A1,P,FT01,NULL
129435003-F,G4DYA0000234-V-F,,P,W001,NULL
129435003-WC,G4DYA0000234-V-WC,,P,W001,NULL
129435004,RTRNWA001VBPZ-V,SWT-C1,P,FT01,NULL
129435004-F,RTRNWA001VBPZ-V-F,,P,W001,NULL
129435004-WC,RTRNWA001VBPZ-V-WC,,P,W001,NULL
129435005,G4DYA0000516-V,SWT-A1,P,FT01,NULL
129435005-F,G4DYA0000516-V-F,,P,W001,NULL
129435005-WC,G4DYA0000516-V-WC,,P,W001,NULL
129435006,RTRNWA002VBPZ-V,SWT-C1,P,FT01,NULL
129435006-F,RTRNWA002VBPZ-V-F,,P,W001,NULL
129435006-WC,RTRNWA002VBPZ-V-WC,,P,W001,NULL
129435007,G4DYA0000689-V,SWT-B1,P,FT01,NULL
129435007-F,G4DYA0000689-V-F,,P,W001,NULL
129435007-WC,G4DYA0000689-V-WC,,P,W001,NULL
129495012,MTN-6-V,SWT-C1,P,FT01,NULL
129495012-F,MTN-6-V-F,,P,W001,NULL
129495012-WC,MTN-6-V-WC,,P,W001,NULL
129495013,ZT638C247H01-V,SWT-B1,P,FT01,NULL
129495013-F,ZT638C247H01-V-F,,P,W001,NULL
129495013-WC,ZT638C247H01-V-WC,,P,W001,NULL
129495014,ZE28B107-V,SWT-B3,P,FT01,NULL
129495014-F,ZE28B107-V-F,,P,W001,NULL
129495014-WC,ZE28B107-V-WC,,P,W001,NULL
129495015,G4DYA0000293-V,SWT-C1,P,FT01,NULL
129495015-F,G4DYA0000293-V-F,,P,W001,NULL
129495015-WC,G4DYA0000293-V-WC,,P,W001,NULL
129495016,N-T01-636-Z11-V,SWT-B1,P,FT01,NULL
129495016-F,N-T01-636-Z11-V-F,,P,W001,NULL
129495016-WC,N-T01-636-Z11-V-WC,,P,W001,NULL
129495017,N-T01-558-Z11-V,SWT-B1,P,FT01,NULL
129495017-F,N-T01-558-Z11-V-F,,P,W001,NULL
129495017-WC,N-T01-558-Z11-V-WC,,P,W001,NULL
129495018,N-T01-557-Z11-V,SWT-B1,P,FT01,NULL
129495018-F,N-T01-557-Z11-V-F,,P,W001,NULL
129495018-WC,N-T01-557-Z11-V-WC,,P,W001,NULL
129495020,ZU14A108-V,SWT-C1,P,FT01,NULL
129495020-F,ZU14A108-V-F,,P,W001,NULL
129495020-WC,ZU14A108-V-WC,,P,W001,NULL
129495022,ZU14A110-V,SWT-A1,P,FT01,NULL
129495022-F,ZU14A110-V-F,,P,W001,NULL
129495022-WC,ZU14A110-V-WC,,P,W001,NULL
129495023,G4DYA0000405-V,SWT-B1,P,FT01,NULL
129495023-F,G4DYA0000405-V-F,,P,W001,NULL
129495023-WC,G4DYA0000405-V-WC,,P,W001,NULL
129495024,RTRNWA007DRZZ-V,SWT-B1,P,FT01,NULL
129495024-F,RTRNWA007DRZZ-V-F,,P,W001,NULL
129495024-WC,RTRNWA007DRZZ-V-WC,,P,W001,NULL
129495025,ZT638C001H01-V,SWT-B2,P,FT01,NULL
129495025-F,ZT638C001H01-V-F,,P,W001,NULL
129495025-WC,ZT638C001H01-V-WC,,P,W001,NULL
129495026,G4DYA0000455-V,SWT-B2,P,FT01,NULL
129495026-F,G4DYA0000455-V-F,,P,W001,NULL
129495026-WC,G4DYA0000455-V-WC,,P,W001,NULL
129495027,ZU16A113-V,SWT-B1,P,FT01,NULL
129495027-F,ZU16A113-V-F,,P,W001,NULL
129495027-WC,ZU16A113-V-WC,,P,W001,NULL
129495028,G4DYA0000542-V,SWT-B1,P,FT01,NULL
129495028-F,G4DYA0000542-V-F,,P,W001,NULL
129495028-WC,G4DYA0000542-V-WC,,P,W001,NULL
129495029,G4DYA0000675-V,SWT-B2,P,FT01,NULL
129495029-F,G4DYA0000675-V-F,,P,W001,NULL
